n_sims,oos_trades,data_type,actual_max_dd_R,mc_dd_median,mc_dd_p95,mc_dd_p99,actual_dd_percentile_in_mc,actual_max_streak,mc_streak_p95
10000,458,SIMULATED (trade-order reshuffle),-57.62,-63.85,-55.25,-53.47,85.1,12,17.0
