n_sims,oos_trades,data_type,actual_max_dd_R,mc_dd_median,mc_dd_p95,mc_dd_p99,actual_dd_percentile_in_mc,actual_max_streak,mc_streak_p95,mc_streak_p99
10000,84,SIMULATED (trade-order reshuffle of the candidate's own 84 OOS trades),-2.87,-1.95,-1.26,-1.16,8.9,3,6.0,7.0
