avg_simultaneous_strategies,max_simultaneous_strategies,total_days,multi_strategy_entry_days,days_2plus_losses,days_3plus_losses,pct_days_2plus_losses,pct_days_3plus_losses
2.21,5,774,722,240,119,31.01,15.37
