method,metric,p1,p5,p10,p25,p50,p75,p90,p95,p99,observed,observed_percentile
pooled,PF,0.39592901461241226,0.5448934306027309,0.6485270184634229,0.8768628988446794,1.2204774564867433,1.767955592589132,2.585293732884269,3.213680885570095,5.317057756938282,0.245,0.07503001200480193
pooled,win_rate,42.10526315789473,47.368421052631575,52.63157894736842,57.89473684210527,68.42105263157895,73.68421052631578,78.94736842105263,84.21052631578947,89.47368421052632,36.8,0.13999999999999999
pooled,max_drawdown_R,-8.202891145249474,-6.262825585243207,-5.360362938279516,-3.9393344680453515,-2.7673049213530927,-2.1240645899897634,-1.2343522561860922,-1.1206949930170127,-1.06205431649224,-3.6,31.215
strategy_aware,PF,0.3876385078801471,0.548859312611988,0.6570392739242938,0.8808688135706152,1.2491750848297183,1.8046480168673598,2.661686790100331,3.300955922407784,5.520960616073592,0.245,0.0700245085780023
strategy_aware,win_rate,42.10526315789473,47.368421052631575,52.63157894736842,57.89473684210527,68.42105263157895,73.68421052631578,78.94736842105263,84.21052631578947,89.47368421052632,36.8,0.215
strategy_aware,max_drawdown_R,-8.079121353940154,-6.15341869891676,-5.255251393033852,-3.882016493754208,-2.7276134321338015,-2.109232646525278,-1.2330740420630673,-1.116584564860453,-1.0569960433238674,-3.6,30.165
strategy_aware,max_losing_streak,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,6.0,4.0,86.63
