population,n_trades,total_R,jpy_share_pct,amr_share_pct,resemblance_to_historical_stress_pattern
POST-DEMOTION LIVE (current-6 only),19,-4.32,89.5,78.9,DESCRIPTIVE ONLY -- sample (n=19) too small for a confident comparison to the historical joint-state findings above
