strategy,entry_date,direction,match,recon_sl_pips,recon_tp_pips,hist_sl_pips,hist_r_multiple
AUDJPY_AMR,2024-06-28,SELL,EXACT/ACCEPTABLE MATCH,19.9,13.2,19.85250000000036,0.5641606850522501
AUDJPY_AMR,2024-07-03,SELL,EXACT/ACCEPTABLE MATCH,21.9,14.6,21.85500000000076,-1.093571265156677
AUDJPY_AMR,2024-07-05,SELL,EXACT/ACCEPTABLE MATCH,8.9,5.9,8.849999999999625,0.4406779661017136
AUDJPY_AMR,2024-07-08,BUY,EXACT/ACCEPTABLE MATCH,26.5,17.6,26.45999999999802,0.5895691609977766
AUDJPY_AMR,2024-07-09,SELL,EXACT/ACCEPTABLE MATCH,8.2,5.5,8.227499999998145,-1.239744758432367
AUDJPY_AMR,2024-07-10,SELL,EXACT/ACCEPTABLE MATCH,7.7,5.1,7.649999999998158,-1.2549019607846157
AUDJPY_AMR,2024-07-11,BUY,EXACT/ACCEPTABLE MATCH,10.3,6.9,10.274999999997902,0.4671532846716282
AUDJPY_AMR,2024-07-12,SELL,EXACT/ACCEPTABLE MATCH,28.7,19.1,28.709999999998104,-1.0693138279345882
AUDJPY_AMR,2024-07-15,BUY,EXACT/ACCEPTABLE MATCH,19.1,12.7,19.102500000001044,0.5601361078392574
AUDJPY_AMR,2024-07-17,BUY,EXACT/ACCEPTABLE MATCH,10.5,7.0,10.47749999999823,0.4772130756383531
