strategy,entry_time,r_multiple,prior_open_count,prior_jpy_open,prior_long_open,prior_short_open,prior_amr_open,prior_arb_open,prior_max_ccy_concentration,prior_n_factors,own_is_jpy,own_dir,own_mechanism,own_vol_pctile_atr
GBPJPY_AMR,2024-11-29 02:30:00+00:00,-1.02237474262183,1,1,0,1,0,1,1.0,2,True,BUY,AMR,0.702900475444235
AUDJPY_AMR,2024-12-02 00:00:00+00:00,0.5969094922737342,2,1,2,0,1,0,0.5,4,True,BUY,AMR,0.5832623622717836
GBPUSD_MONDAY,2024-12-02 00:00:00+00:00,-0.6899970258748883,2,2,2,0,2,0,1.0,3,False,BUY,MONDAY,0.6429828772603616
EURJPY_AMR,2024-12-02 00:00:00+00:00,0.5850091407677568,2,1,2,0,1,0,0.5,4,True,BUY,AMR,0.7354093353694974
CADJPY_AMR,2024-12-02 01:15:00+00:00,-1.1115813231768863,3,2,3,0,2,0,0.667,5,True,SELL,AMR,0.8279552758080365
GBPJPY_AMR,2024-12-02 03:30:00+00:00,0.7594239198497277,1,0,1,0,0,0,1.0,2,True,SELL,AMR,0.8757868734893357
CADJPY_ARB,2024-12-02 07:00:00+00:00,-1.032467532467533,2,1,1,1,1,0,1.0,3,True,BUY,ARB,0.819054219757957
AUDJPY_AMR,2024-12-03 01:00:00+00:00,-1.1688582759339328,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.5452706658859849
EURJPY_AMR,2024-12-03 01:15:00+00:00,0.6163522012578934,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.6867273089436292
CADJPY_AMR,2024-12-03 01:15:00+00:00,0.5870020964361089,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.802525695163732
GBPJPY_AMR,2024-12-03 01:15:00+00:00,-1.0512483574244869,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.632712688252012
CADJPY_AMR,2024-12-04 02:00:00+00:00,0.5787781350482712,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.6479032215228534
EURJPY_AMR,2024-12-04 03:00:00+00:00,0.6257885440322862,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.7085850873115995
GBPJPY_AMR,2024-12-04 03:00:00+00:00,0.7612422360248382,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.6075592977237111
AUDJPY_AMR,2024-12-04 03:30:00+00:00,-1.0636808957313004,3,3,0,3,3,0,1.0,4,True,BUY,AMR,0.7678314792143504
CADJPY_ARB,2024-12-04 07:00:00+00:00,-1.041666666666658,0,0,0,0,0,0,0.0,0,True,BUY,ARB,0.8097243695686943
EURJPY_AMR,2024-12-05 01:15:00+00:00,0.6101128290847944,1,1,1,0,0,1,1.0,2,True,SELL,AMR,0.7903592058960228
CADJPY_AMR,2024-12-05 02:15:00+00:00,0.5973777893548492,2,2,2,0,1,1,1.0,3,True,BUY,AMR,0.8416593631317558
AUDJPY_AMR,2024-12-05 02:15:00+00:00,0.6119228922274627,2,2,2,0,1,1,1.0,2,True,BUY,AMR,0.7807925693298557
EURJPY_AMR,2024-12-06 01:15:00+00:00,0.5716985589415563,2,2,1,1,1,1,1.0,3,True,SELL,AMR,0.5069118916406613
GBPJPY_AMR,2024-12-06 01:15:00+00:00,0.713375796178446,2,2,1,1,1,1,1.0,3,True,SELL,AMR,0.5324709819649924
AUDJPY_AMR,2024-12-06 02:15:00+00:00,-1.1422413793103832,1,1,1,0,0,1,1.0,2,True,BUY,AMR,0.514424868259967
CADJPY_AMR,2024-12-06 03:45:00+00:00,0.5673758865248584,1,1,1,0,0,1,1.0,2,True,BUY,AMR,0.6875282182030649
CADJPY_AMR,2024-12-09 00:00:00+00:00,0.5103668261564482,1,0,1,0,0,0,1.0,2,True,BUY,AMR,0.6719783284200462
GBPUSD_MONDAY,2024-12-09 00:00:00+00:00,0.210029109683089,1,1,1,0,1,0,1.0,2,False,BUY,MONDAY,0.6947244892516136
EURJPY_AMR,2024-12-09 02:15:00+00:00,0.6142728093947812,2,1,2,0,1,0,1.0,3,True,BUY,AMR,0.7623663767346126
GBPJPY_AMR,2024-12-09 02:15:00+00:00,0.7218335343788124,2,1,2,0,1,0,0.5,4,True,BUY,AMR,0.7286249302770326
AUDJPY_AMR,2024-12-10 03:30:00+00:00,-1.0872861165258314,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.6838771490924576
AUDJPY_AMR,2024-12-11 01:45:00+00:00,-1.1298346974804032,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.2137914515356363
GBPJPY_AMR,2024-12-11 02:00:00+00:00,-1.11681735985534,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.2797152646816648
EURJPY_AMR,2024-12-11 02:00:00+00:00,-1.1259541984731585,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.23681030476064
AUDJPY_AMR,2024-12-12 00:00:00+00:00,0.5742734745861247,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.511763453451855
EURJPY_AMR,2024-12-12 02:00:00+00:00,0.599734923790505,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.4397981541730297
CADJPY_AMR,2024-12-12 03:00:00+00:00,0.5741851982586247,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.6763338910578175
CADJPY_ARB,2024-12-12 07:00:00+00:00,-1.049019607843134,0,0,0,0,0,0,0.0,0,True,BUY,ARB,0.7636082529189103
GBPJPY_AMR,2024-12-13 02:00:00+00:00,0.7272727272726635,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.4603575128157454
AUDJPY_AMR,2024-12-13 02:00:00+00:00,0.5821294810058413,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.6277346037153351
EURJPY_AMR,2024-12-13 02:00:00+00:00,0.6012553683515283,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.6501825907974238
CADJPY_AMR,2024-12-13 02:15:00+00:00,0.5745956339780451,3,3,0,3,3,0,1.0,4,True,SELL,AMR,0.6851246912596606
AUDJPY_AMR,2024-12-16 00:00:00+00:00,0.5128205128205539,2,1,2,0,1,0,0.5,4,True,BUY,AMR,0.2372119018470218
GBPUSD_MONDAY,2024-12-16 00:00:00+00:00,0.7428471940107928,2,2,2,0,2,0,1.0,3,False,BUY,MONDAY,0.5376326878967301
EURJPY_AMR,2024-12-16 00:00:00+00:00,0.5737316263630637,2,1,2,0,1,0,0.5,4,True,BUY,AMR,0.7370958103711573
CADJPY_AMR,2024-12-16 02:30:00+00:00,-1.134037913101977,2,1,1,1,1,0,1.0,3,True,SELL,AMR,0.4158234403633176
GBPJPY_AMR,2024-12-16 02:30:00+00:00,-1.06849903371276,2,1,1,1,1,0,0.5,4,True,SELL,AMR,0.4106217960636404
EURJPY_AMR,2024-12-17 01:00:00+00:00,-1.081512521201308,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.4204767279729102
AUDJPY_AMR,2024-12-17 01:00:00+00:00,0.5849785856054156,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.4337973066482142
CADJPY_AMR,2024-12-17 01:00:00+00:00,0.5373794847478818,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.4519294611319151
EURJPY_AMR,2024-12-18 01:15:00+00:00,-1.0653674380836036,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.4998340083659783
AUDJPY_AMR,2024-12-18 01:15:00+00:00,0.5529693891945269,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.3693245329217012
CADJPY_AMR,2024-12-18 02:00:00+00:00,0.5871039578904432,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.4956311582078453
CADJPY_ARB,2024-12-18 07:00:00+00:00,-1.048543689320409,0,0,0,0,0,0,0.0,0,True,SELL,ARB,0.5193794316788399
CADJPY_AMR,2024-12-19 01:30:00+00:00,0.6128364389233902,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.8585238891987358
EURJPY_AMR,2024-12-19 02:30:00+00:00,-1.0345124365263514,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.9342540335967068
CADJPY_ARB,2024-12-19 08:00:00+00:00,0.4155184916606221,0,0,0,0,0,0,0.0,0,True,BUY,ARB,0.9232819747294344
EURJPY_AMR,2024-12-20 01:45:00+00:00,0.6059235812796898,1,1,1,0,0,1,1.0,2,True,SELL,AMR,0.7195006971648629
CADJPY_AMR,2024-12-20 02:00:00+00:00,0.5945945945945873,3,3,1,2,2,1,1.0,4,True,SELL,AMR,0.7943855735266778
GBPJPY_AMR,2024-12-20 02:00:00+00:00,0.7571973182595121,3,3,1,2,2,1,1.0,3,True,SELL,AMR,0.793420807989588
AUDJPY_AMR,2024-12-20 03:00:00+00:00,-1.0560508673716018,1,1,1,0,0,1,1.0,2,True,BUY,AMR,0.8652924894874116
GBPJPY_AMR,2024-12-23 00:00:00+00:00,0.7494442680216075,1,0,1,0,0,0,1.0,2,True,BUY,AMR,0.6480517410821005
GBPUSD_MONDAY,2024-12-23 00:00:00+00:00,-0.3283379457991748,1,1,1,0,1,0,1.0,2,False,BUY,MONDAY,0.9207339841041232
EURJPY_AMR,2024-12-23 00:15:00+00:00,0.619771415105491,2,1,2,0,1,0,1.0,3,True,SELL,AMR,0.8161078281654605
CADJPY_AMR,2024-12-23 00:45:00+00:00,-1.086451067427665,2,1,1,1,1,0,0.5,4,True,SELL,AMR,0.6630016200568348
AUDJPY_AMR,2024-12-23 01:45:00+00:00,0.5277044854881,3,2,1,2,2,0,0.667,5,True,SELL,AMR,0.5945467610581785
EURJPY_AMR,2024-12-24 00:00:00+00:00,0.584297017650649,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.5415975034858244
CADJPY_AMR,2024-12-24 01:30:00+00:00,0.4919093851131368,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.3968475287493692
AUDJPY_AMR,2024-12-24 03:00:00+00:00,-1.1075441412521243,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.5063873955394688
EURJPY_AMR,2024-12-26 00:00:00+00:00,0.5546026300743027,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.8171303366310338
GBPJPY_AMR,2024-12-26 00:30:00+00:00,-1.04991447675322,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.7527424367181067
CADJPY_AMR,2024-12-26 02:45:00+00:00,0.5777628485051672,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.5348179427934029
AUDJPY_AMR,2024-12-26 02:45:00+00:00,-1.0934256055362728,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.6865385639005696
GBPJPY_AMR,2024-12-27 00:00:00+00:00,0.726612170753842,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.277855985550745
AUDJPY_AMR,2024-12-27 00:00:00+00:00,0.5654073502955551,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.1287858625645393
CADJPY_AMR,2024-12-27 01:00:00+00:00,0.5211241392144932,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.2716251029134465
EURJPY_AMR,2024-12-27 01:15:00+00:00,0.5714977600193404,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.3989642122037049
GBPUSD_MONDAY,2024-12-30 00:00:00+00:00,-0.2018464361488617,0,0,0,0,0,0,0.0,0,False,BUY,MONDAY,0.5699045180562223
AUDJPY_AMR,2024-12-30 01:00:00+00:00,-1.0598741033523704,1,0,1,0,0,0,1.0,2,True,SELL,AMR,0.7057406717410976
CADJPY_ARB,2024-12-30 08:00:00+00:00,-1.0512820512820498,1,0,1,0,0,0,1.0,2,True,BUY,ARB,0.4059817668070587
EURJPY_AMR,2024-12-31 03:15:00+00:00,0.6220772158781952,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.7094349644777903
CADJPY_AMR,2024-12-31 03:15:00+00:00,-1.0532475131656036,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.7018165883196558
EURJPY_AMR,2025-01-01 00:00:00+00:00,0.6372215930539551,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.6537547307615696
CADJPY_AMR,2025-01-02 00:00:00+00:00,0.5899363794100203,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.5827689692720368
AUDJPY_AMR,2025-01-02 00:00:00+00:00,0.596707818930036,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.3832836535902486
EURJPY_AMR,2025-01-02 01:45:00+00:00,0.6277720914363752,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.7669079078414448
GBPJPY_AMR,2025-01-02 01:45:00+00:00,0.7703974417542382,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.7056097107492895
CADJPY_ARB,2025-01-02 08:00:00+00:00,0.296855345911949,0,0,0,0,0,0,0.0,0,True,SELL,ARB,0.8242256224342912
GBPUSD_MONDAY,2025-01-06 00:00:00+00:00,0.7897430253673035,0,0,0,0,0,0,0.0,0,False,BUY,MONDAY,0.4872246226062837
EURJPY_AMR,2025-01-06 01:00:00+00:00,-1.0437654830718304,3,2,1,2,2,0,0.667,4,True,SELL,AMR,0.638642852400239
CADJPY_AMR,2025-01-06 01:00:00+00:00,-1.059163059162954,3,2,1,2,2,0,0.667,4,True,SELL,AMR,0.6125541125541125
GBPJPY_AMR,2025-01-06 01:00:00+00:00,-1.0461273171432757,3,2,1,2,2,0,0.667,5,True,SELL,AMR,0.6680655528699302
AUDJPY_AMR,2025-01-06 02:00:00+00:00,-1.0430839002267511,4,3,1,3,3,0,0.75,5,True,SELL,AMR,0.5629291531378081
CADJPY_ARB,2025-01-06 07:00:00+00:00,-0.2832832832832846,2,1,1,1,1,0,0.5,4,True,BUY,ARB,0.6428000213253718
EURJPY_AMR,2025-01-07 01:00:00+00:00,-1.085368399081509,1,1,1,0,0,1,1.0,2,True,SELL,AMR,0.6068654139831352
AUDJPY_AMR,2025-01-07 02:00:00+00:00,-1.092586023412529,2,2,1,1,1,1,1.0,3,True,SELL,AMR,0.5445653909618353
GBPJPY_AMR,2025-01-07 02:15:00+00:00,0.7614469414734094,3,3,1,2,2,1,1.0,3,True,SELL,AMR,0.6068554277670057
CADJPY_AMR,2025-01-07 02:15:00+00:00,0.6110201854883089,3,3,1,2,2,1,1.0,4,True,SELL,AMR,0.7694871590577113
CADJPY_AMR,2025-01-08 01:00:00+00:00,0.5669599217985942,2,2,1,1,1,1,1.0,3,True,SELL,AMR,0.6643826521127134
EURJPY_AMR,2025-01-08 01:00:00+00:00,0.5800952064651457,2,2,1,1,1,1,1.0,2,True,SELL,AMR,0.5842374344333046
AUDJPY_AMR,2025-01-08 01:30:00+00:00,0.5745956339781005,3,3,1,2,2,1,1.0,3,True,SELL,AMR,0.4464523340607867
EURJPY_AMR,2025-01-09 01:45:00+00:00,-1.0734159037874875,3,3,3,0,2,1,1.0,3,True,BUY,AMR,0.3931744240090299
AUDJPY_AMR,2025-01-09 01:45:00+00:00,-1.0956293914493356,3,3,3,0,2,1,1.0,3,True,BUY,AMR,0.5227284824612765
CADJPY_AMR,2025-01-09 01:45:00+00:00,-1.175199827176448,3,3,3,0,2,1,1.0,4,True,BUY,AMR,0.4856452341114918
GBPJPY_AMR,2025-01-09 02:00:00+00:00,-1.046863302889694,4,4,4,0,3,1,1.0,4,True,BUY,AMR,0.5422321974023214
CADJPY_AMR,2025-01-10 00:00:00+00:00,0.4604918890632352,1,1,1,0,0,1,1.0,2,True,BUY,AMR,0.111385546968369
AUDJPY_AMR,2025-01-10 01:30:00+00:00,0.4674945215484883,1,1,1,0,0,1,1.0,2,True,BUY,AMR,0.0653643476872305
EURJPY_AMR,2025-01-10 01:45:00+00:00,0.5456702253854887,3,3,3,0,2,1,1.0,4,True,BUY,AMR,0.1438815483699621
GBPJPY_AMR,2025-01-10 01:45:00+00:00,0.7281084808090477,3,3,3,0,2,1,1.0,4,True,BUY,AMR,0.2422507901936306
GBPJPY_AMR,2025-01-13 00:00:00+00:00,0.7507189344634253,1,0,1,0,0,0,1.0,2,True,BUY,AMR,0.7213870222316662
GBPUSD_MONDAY,2025-01-13 00:00:00+00:00,-0.2376199431023673,1,1,1,0,1,0,1.0,2,False,BUY,MONDAY,0.947778311196458
CADJPY_AMR,2025-01-13 01:30:00+00:00,0.5335936229054584,2,1,2,0,1,0,1.0,3,True,SELL,AMR,0.6684991899715826
AUDJPY_AMR,2025-01-13 01:45:00+00:00,0.5901700967954002,2,1,1,1,1,0,0.5,4,True,SELL,AMR,0.5760499281418002
EURJPY_AMR,2025-01-13 03:30:00+00:00,-1.0366739288308005,1,0,1,0,0,0,1.0,2,True,BUY,AMR,0.7538410464112608
EURJPY_AMR,2025-01-14 00:00:00+00:00,-1.0370576503872553,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.8313126618418432
AUDJPY_AMR,2025-01-14 00:30:00+00:00,-1.0569962752126585,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.7126869643902699
CADJPY_AMR,2025-01-14 03:30:00+00:00,0.6061997703788882,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.9377207659416248
AUDJPY_AMR,2025-01-15 02:45:00+00:00,0.5650145037204769,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.3644674508968968
EURJPY_AMR,2025-01-15 03:15:00+00:00,-1.124195321086367,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.4220835269902397
CADJPY_AMR,2025-01-15 03:30:00+00:00,-1.1560242140206265,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.4009375082994715
CADJPY_ARB,2025-01-15 07:00:00+00:00,1.0924092409240769,0,0,0,0,0,0,0.0,0,True,SELL,ARB,0.6953137495335074
CADJPY_AMR,2025-01-16 00:00:00+00:00,0.5832012678288166,3,3,2,1,2,1,1.0,4,True,BUY,AMR,0.5079010968581521
AUDJPY_AMR,2025-01-16 00:00:00+00:00,0.5082390311694237,3,3,2,1,2,1,1.0,3,True,BUY,AMR,0.455847128333422
EURJPY_AMR,2025-01-16 00:00:00+00:00,0.5849037174337823,3,3,2,1,2,1,1.0,3,True,BUY,AMR,0.3724453887524069
GBPJPY_AMR,2025-01-16 03:00:00+00:00,-1.0486618004866146,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.6424207814284576
EURJPY_AMR,2025-01-17 01:45:00+00:00,0.5857326605322797,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.5155832946019521
GBPJPY_AMR,2025-01-17 02:00:00+00:00,0.7297762478484974,3,3,0,3,3,0,1.0,4,True,SELL,AMR,0.4763074716459932
CADJPY_AMR,2025-01-17 02:00:00+00:00,0.5633802816901696,3,3,0,3,3,0,1.0,4,True,SELL,AMR,0.5141024619552227
AUDJPY_AMR,2025-01-17 02:00:00+00:00,0.5522345573583466,3,3,0,3,3,0,1.0,4,True,SELL,AMR,0.2803135146643956
CADJPY_ARB,2025-01-17 08:00:00+00:00,0.4191919191919184,0,0,0,0,0,0,0.0,0,True,BUY,ARB,0.7340726128911873
GBPUSD_MONDAY,2025-01-20 00:00:00+00:00,0.7904028089339696,0,0,0,0,0,0,0.0,0,False,BUY,MONDAY,0.7707899930655572
EURJPY_AMR,2025-01-20 01:15:00+00:00,0.5864386072082873,1,0,1,0,0,0,1.0,2,True,SELL,AMR,0.5076156961689131
CADJPY_AMR,2025-01-20 03:00:00+00:00,0.5727699530516597,1,0,1,0,0,0,1.0,2,True,BUY,AMR,0.6665338751228321
CADJPY_ARB,2025-01-20 08:00:00+00:00,1.8685714285713837,1,0,1,0,0,0,1.0,2,True,BUY,ARB,0.6024950685077571
EURJPY_AMR,2025-01-21 01:30:00+00:00,-1.0620571517557484,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.7664962485890711
CADJPY_AMR,2025-01-21 01:30:00+00:00,-1.074094301838727,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.8109845165059889
AUDJPY_AMR,2025-01-21 02:00:00+00:00,-1.097472924187778,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.7527013360302337
CADJPY_AMR,2025-01-22 00:45:00+00:00,0.4833561331508632,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.7168884285448702
EURJPY_AMR,2025-01-22 01:00:00+00:00,0.5852876327921188,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.4258814155766549
AUDJPY_AMR,2025-01-23 00:00:00+00:00,0.5987815491731787,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.2775855644860808
EURJPY_AMR,2025-01-23 00:00:00+00:00,0.606328182487157,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.274762631963349
CADJPY_AMR,2025-01-23 01:00:00+00:00,0.6070263297670496,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.4635752795261997
CADJPY_ARB,2025-01-23 07:00:00+00:00,-1.0729927007299234,0,0,0,0,0,0,0.0,0,True,BUY,ARB,0.4602015247640881
EURJPY_AMR,2025-01-24 01:45:00+00:00,-1.1013384321223192,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.4048336763827103
GBPJPY_AMR,2025-01-24 01:45:00+00:00,-1.080917569952078,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.3393715636537491
AUDJPY_AMR,2025-01-24 02:45:00+00:00,-1.1120424699637186,3,3,0,3,3,0,1.0,4,True,SELL,AMR,0.3361899185607068
CADJPY_AMR,2025-01-24 02:45:00+00:00,-1.081413210445451,3,3,0,3,3,0,1.0,4,True,SELL,AMR,0.5660903513664249
CADJPY_AMR,2025-01-27 00:00:00+00:00,-1.0413761041375778,4,3,4,0,3,0,0.75,5,True,BUY,AMR,0.7932568454040847
GBPUSD_MONDAY,2025-01-27 00:00:00+00:00,0.0503872670014468,4,4,4,0,4,0,1.0,5,False,BUY,MONDAY,0.8031685069611137
AUDJPY_AMR,2025-01-27 00:00:00+00:00,-1.0502198278531325,4,3,4,0,3,0,0.75,5,True,BUY,AMR,0.6254724011284398
EURJPY_AMR,2025-01-27 00:00:00+00:00,-1.0287975379204013,4,3,4,0,3,0,0.75,5,True,BUY,AMR,0.7183453953920722
GBPJPY_AMR,2025-01-27 00:00:00+00:00,-1.0350686125027722,4,3,4,0,3,0,0.75,6,True,BUY,AMR,0.7299397062338974
EURJPY_AMR,2025-01-28 01:15:00+00:00,0.6197081606917242,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.8287231923511055
AUDJPY_AMR,2025-01-28 01:45:00+00:00,0.5992509363295712,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.7745515516048331
CADJPY_AMR,2025-01-28 02:00:00+00:00,-1.104536489151863,2,2,2,0,2,0,1.0,3,True,SELL,AMR,0.8769155180198125
GBPJPY_AMR,2025-01-28 03:00:00+00:00,0.766437583341933,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.8538606603097028
AUDJPY_AMR,2025-01-29 00:00:00+00:00,0.5137186223000517,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.2958561771437696
GBPJPY_AMR,2025-01-29 03:00:00+00:00,0.7083690374178854,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.4112858243246832
EURJPY_AMR,2025-01-29 03:00:00+00:00,0.6021505376344164,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.4146603811167917
CADJPY_AMR,2025-01-29 03:00:00+00:00,0.5335968379447087,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.5044485167184554
CADJPY_ARB,2025-01-29 07:00:00+00:00,1.307240704500953,0,0,0,0,0,0,0.0,0,True,SELL,ARB,0.6475982299941355
CADJPY_AMR,2025-01-30 01:45:00+00:00,0.5734767025089756,1,1,0,1,0,1,1.0,2,True,SELL,AMR,0.7536185695694898
EURJPY_AMR,2025-01-30 02:15:00+00:00,-1.0693912303107491,2,2,1,1,1,1,1.0,3,True,BUY,AMR,0.6323351703074165
GBPJPY_AMR,2025-01-30 02:15:00+00:00,-1.0641254715107409,2,2,1,1,1,1,1.0,3,True,BUY,AMR,0.7156763791866981
AUDJPY_AMR,2025-01-30 02:45:00+00:00,-1.0706638115631395,2,2,1,1,1,1,1.0,3,True,BUY,AMR,0.7976526321392452
EURJPY_AMR,2025-01-31 03:15:00+00:00,0.6249676651662879,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.8501825907974239
CADJPY_ARB,2025-01-31 07:00:00+00:00,0.9123630672926508,0,0,0,0,0,0,0.0,0,True,BUY,ARB,0.9039825131950738
GBPJPY_AMR,2025-02-03 00:00:00+00:00,0.7901543074904782,4,3,4,0,3,0,0.75,6,True,BUY,AMR,0.9861218093442056
EURJPY_AMR,2025-02-03 00:00:00+00:00,-1.0067500752397014,4,3,4,0,3,0,0.75,5,True,BUY,AMR,0.9933470553084124
CADJPY_AMR,2025-02-03 00:00:00+00:00,0.6593058467272329,4,3,4,0,3,0,0.75,5,True,BUY,AMR,0.9974636815127612
AUDJPY_AMR,2025-02-03 00:00:00+00:00,0.6526951272100028,4,3,4,0,3,0,0.75,5,True,BUY,AMR,0.98170277319423
GBPUSD_MONDAY,2025-02-03 00:00:00+00:00,0.7912597547380147,4,4,4,0,4,0,1.0,5,False,BUY,MONDAY,0.9898650450738784
AUDJPY_AMR,2025-02-04 00:00:00+00:00,0.6392124237382113,2,2,1,1,2,0,1.0,3,True,SELL,AMR,0.960025549582158
CADJPY_AMR,2025-02-04 00:00:00+00:00,0.6507792860734042,2,2,1,1,2,0,1.0,3,True,SELL,AMR,0.9910100124824052
CADJPY_ARB,2025-02-04 07:00:00+00:00,-1.031796502384753,2,2,1,1,2,0,1.0,3,True,SELL,ARB,0.9790478221463986
GBPJPY_AMR,2025-02-05 01:00:00+00:00,0.6541111621496386,2,2,1,1,2,0,1.0,3,True,SELL,AMR,0.3499561741347712
AUDJPY_AMR,2025-02-05 01:30:00+00:00,-1.1257035647279523,2,2,1,1,2,0,1.0,3,True,BUY,AMR,0.5576462447437057
CADJPY_AMR,2025-02-06 02:45:00+00:00,-1.0702806011640118,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.7302605370090033
GBPJPY_AMR,2025-02-06 02:45:00+00:00,-1.05491478739889,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.663377513346968
AUDJPY_AMR,2025-02-06 02:45:00+00:00,-1.0689597032541018,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.4504311491989141
AUDJPY_AMR,2025-02-07 01:45:00+00:00,0.5733287467033856,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.6411215202001384
CADJPY_AMR,2025-02-07 02:15:00+00:00,0.6070215175538067,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.8422170876158607
GBPJPY_AMR,2025-02-07 02:15:00+00:00,0.7669882980907442,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.8208186140402135
CADJPY_AMR,2025-02-10 00:00:00+00:00,0.6454736162659259,4,3,4,0,3,0,0.75,5,True,BUY,AMR,0.9634557671367489
AUDJPY_AMR,2025-02-10 00:00:00+00:00,0.6395550921098345,4,3,4,0,3,0,0.75,5,True,BUY,AMR,0.9452413903230956
GBPUSD_MONDAY,2025-02-10 00:00:00+00:00,-0.0978353046195044,4,4,4,0,4,0,1.0,5,False,BUY,MONDAY,0.9636741878700592
GBPJPY_AMR,2025-02-10 00:00:00+00:00,0.7780535247166086,4,3,4,0,3,0,0.75,6,True,BUY,AMR,0.9409546070280752
EURJPY_AMR,2025-02-10 00:00:00+00:00,0.6446644664466504,4,3,4,0,3,0,0.75,5,True,BUY,AMR,0.9595113206294402
AUDJPY_AMR,2025-02-11 00:30:00+00:00,0.5447117566954638,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.527638792782243
CADJPY_AMR,2025-02-11 00:30:00+00:00,0.5939524838012673,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.4194088120468489
EURJPY_AMR,2025-02-11 00:45:00+00:00,-1.0906246507990327,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.1526060686541398
