strategy,entry_time,r_multiple,prior_open_count,prior_jpy_open,prior_long_open,prior_short_open,prior_amr_open,prior_arb_open,prior_max_ccy_concentration,prior_n_factors,own_is_jpy,own_dir,own_mechanism,own_vol_pctile_atr
CADJPY_AMR,2024-05-30 00:00:00+00:00,-1.1053814623827205,3,3,2,1,2,1,1.0,4,True,BUY,AMR,0.1294850343930098
AUDJPY_AMR,2024-05-30 00:00:00+00:00,-1.0823331227628046,3,3,2,1,2,1,1.0,3,True,BUY,AMR,0.1940038324373237
EURJPY_AMR,2024-05-30 00:00:00+00:00,-1.067741123142876,3,3,2,1,2,1,1.0,3,True,BUY,AMR,0.1251045747294336
GBPJPY_AMR,2024-05-30 03:00:00+00:00,-1.067793030623017,4,4,3,1,3,1,1.0,4,True,BUY,AMR,0.0820207708040054
CADJPY_ARB,2024-05-30 07:00:00+00:00,-1.051150895140689,0,0,0,0,0,0,0.0,0,True,SELL,ARB,0.1876099589486591
GBPJPY_AMR,2024-05-31 00:00:00+00:00,0.6825741142444616,3,3,2,1,2,1,1.0,3,True,BUY,AMR,0.1308135674254296
CADJPY_AMR,2024-05-31 00:00:00+00:00,0.482366325369915,3,3,2,1,2,1,1.0,4,True,BUY,AMR,0.2274320771253286
AUDJPY_AMR,2024-05-31 00:00:00+00:00,0.574387947269316,3,3,2,1,2,1,1.0,3,True,BUY,AMR,0.3570554106563049
EURJPY_AMR,2024-05-31 00:15:00+00:00,0.5352065562801784,4,4,3,1,3,1,1.0,4,True,BUY,AMR,0.1526193479848615
GBPUSD_MONDAY,2024-06-03 00:00:00+00:00,0.5975842339478684,0,0,0,0,0,0,0.0,0,False,BUY,MONDAY,0.346455432869259
EURJPY_AMR,2024-06-03 01:15:00+00:00,0.5859065716548207,1,0,1,0,0,0,1.0,2,True,SELL,AMR,0.5578115662970586
EURJPY_AMR,2024-06-04 03:30:00+00:00,0.6210414214449385,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.6061483301241617
CADJPY_AMR,2024-06-04 03:30:00+00:00,0.5787569878329936,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.5260537009003267
EURJPY_AMR,2024-06-05 02:00:00+00:00,-1.1426530976609466,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.3333112011154638
CADJPY_AMR,2024-06-05 02:15:00+00:00,-1.1160058737151055,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.4063819615966855
GBPJPY_AMR,2024-06-05 02:15:00+00:00,-1.0953545232273676,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.3225849292145873
AUDJPY_AMR,2024-06-05 02:30:00+00:00,-1.0884353741496036,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.3415260552509714
CADJPY_ARB,2024-06-05 08:00:00+00:00,0.1796875000000031,0,0,0,0,0,0,0.0,0,True,BUY,ARB,0.662366050007997
EURJPY_AMR,2024-06-06 01:45:00+00:00,-1.076115485564361,3,3,3,0,2,1,1.0,3,True,BUY,AMR,0.2912821193811832
AUDJPY_AMR,2024-06-06 01:45:00+00:00,0.5448286184703505,3,3,3,0,2,1,1.0,3,True,BUY,AMR,0.1660190557300261
CADJPY_AMR,2024-06-06 01:45:00+00:00,0.581555767802193,3,3,3,0,2,1,1.0,4,True,BUY,AMR,0.2692215759700422
AUDJPY_AMR,2024-06-07 03:00:00+00:00,0.5591748099891513,4,4,1,3,3,1,1.0,4,True,SELL,AMR,0.1754670782988236
EURJPY_AMR,2024-06-07 03:00:00+00:00,0.5908872901678232,4,4,1,3,3,1,1.0,4,True,SELL,AMR,0.3221698426399309
GBPJPY_AMR,2024-06-07 03:00:00+00:00,0.7262464722484201,4,4,1,3,3,1,1.0,4,True,SELL,AMR,0.2621583574596934
CADJPY_AMR,2024-06-07 03:00:00+00:00,0.5651412853213069,4,4,1,3,3,1,1.0,5,True,SELL,AMR,0.3295753326428173
GBPUSD_MONDAY,2024-06-10 00:00:00+00:00,0.1104841104841104,1,1,1,0,1,0,1.0,2,False,BUY,MONDAY,0.3818744332426521
EURJPY_AMR,2024-06-10 00:00:00+00:00,0.6355025970057755,1,0,1,0,0,0,1.0,2,True,BUY,AMR,0.8221366443131266
AUDJPY_AMR,2024-06-10 01:00:00+00:00,-1.1920211487623165,2,1,2,0,1,0,0.5,4,True,SELL,AMR,0.4337839995741736
CADJPY_AMR,2024-06-10 01:15:00+00:00,-1.1205483534496627,4,3,2,2,3,0,0.75,5,True,SELL,AMR,0.5525057764321568
GBPJPY_AMR,2024-06-10 01:15:00+00:00,0.7585750231757109,4,3,2,2,3,0,0.75,6,True,SELL,AMR,0.7242556243193711
GBPJPY_AMR,2024-06-11 00:00:00+00:00,0.7334963325182842,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.1489016972562352
EURJPY_AMR,2024-06-11 03:00:00+00:00,-1.136898755465941,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.1302171170573003
CADJPY_AMR,2024-06-11 03:00:00+00:00,-1.224489795917966,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.0586805832204605
CADJPY_ARB,2024-06-11 08:00:00+00:00,-1.079681274900378,0,0,0,0,0,0,0.0,0,True,BUY,ARB,0.1477315135682678
AUDJPY_AMR,2024-06-12 02:00:00+00:00,0.4147031102733354,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.0217437589822749
CADJPY_AMR,2024-06-12 03:00:00+00:00,0.5005128205127505,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.1286882851300029
EURJPY_AMR,2024-06-12 05:45:00+00:00,0.5070310952662546,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.1258880552420158
CADJPY_ARB,2024-06-12 08:00:00+00:00,-1.0571428571428745,0,0,0,0,0,0,0.0,0,True,BUY,ARB,0.099856053739937
AUDJPY_AMR,2024-06-14 03:00:00+00:00,0.5745145352177502,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.2120349177622824
EURJPY_AMR,2024-06-14 04:00:00+00:00,0.6067570673408731,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.383719540535157
CADJPY_ARB,2024-06-14 08:00:00+00:00,-1.0209205020920469,0,0,0,0,0,0,0.0,0,True,BUY,ARB,0.6855573919070214
GBPUSD_MONDAY,2024-06-17 00:00:00+00:00,0.2098054928243617,0,0,0,0,0,0,0.0,0,False,BUY,MONDAY,0.430682242492132
CADJPY_AMR,2024-06-17 01:00:00+00:00,0.5661080074488131,2,1,1,1,1,0,0.5,4,True,SELL,AMR,0.739423153533583
EURJPY_AMR,2024-06-17 01:00:00+00:00,0.5961919531316915,2,1,1,1,1,0,0.5,4,True,SELL,AMR,0.6739393134586017
GBPJPY_AMR,2024-06-17 01:15:00+00:00,0.7252336448598177,3,2,1,2,2,0,0.667,5,True,SELL,AMR,0.5860049403702622
AUDJPY_AMR,2024-06-17 01:30:00+00:00,0.5815972222222325,4,3,1,3,3,0,0.75,5,True,SELL,AMR,0.7233459306967583
AUDJPY_AMR,2024-06-18 02:45:00+00:00,0.4297328687572498,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.039615159418747
CADJPY_AMR,2024-06-18 02:45:00+00:00,0.4401969302055708,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.0450694499774254
EURJPY_AMR,2024-06-18 04:00:00+00:00,0.5662235352043153,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.2088174755992298
AUDJPY_AMR,2024-06-19 03:15:00+00:00,-1.1340544083907595,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.0135199872252089
EURJPY_AMR,2024-06-19 04:00:00+00:00,0.5473746839208167,1,1,0,1,1,0,1.0,2,True,BUY,AMR,0.0763428723192351
EURJPY_AMR,2024-06-20 03:00:00+00:00,0.4869411243913327,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.0597038709249053
AUDJPY_AMR,2024-06-21 02:30:00+00:00,-1.2503868771282225,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.0895965295150902
EURJPY_AMR,2024-06-21 02:45:00+00:00,-1.205507924135911,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.0670075028218577
CADJPY_AMR,2024-06-21 03:45:00+00:00,0.5644012944982723,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.124638143043051
GBPJPY_AMR,2024-06-21 03:45:00+00:00,0.7182662538699313,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.0915296555021381
GBPUSD_MONDAY,2024-06-24 00:00:00+00:00,0.4790137951276815,0,0,0,0,0,0,0.0,0,False,BUY,MONDAY,0.1916039899717288
AUDJPY_AMR,2024-06-24 02:00:00+00:00,0.5061289047054236,1,0,1,0,0,0,1.0,2,True,SELL,AMR,0.2400729227657422
AUDJPY_AMR,2024-06-25 03:45:00+00:00,0.584297017650649,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.2185819981902379
CADJPY_AMR,2024-06-25 03:45:00+00:00,0.5728607232366502,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.2522508166679946
EURJPY_AMR,2024-06-25 03:45:00+00:00,-1.0602695098474864,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.2574331053714893
GBPJPY_AMR,2024-06-25 03:45:00+00:00,0.7358528294341501,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.1961273871815984
EURJPY_AMR,2024-06-26 02:30:00+00:00,0.5043725849094596,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.0391607462983865
AUDJPY_AMR,2024-06-26 03:00:00+00:00,0.5377389050858161,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.0596556129238303
CADJPY_AMR,2024-06-27 02:00:00+00:00,-1.1509715994020246,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.2722890606326189
EURJPY_AMR,2024-06-27 02:00:00+00:00,-1.1216074373968183,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.2317774384171037
AUDJPY_AMR,2024-06-27 02:00:00+00:00,0.5712902444928786,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.1522196199499654
GBPJPY_AMR,2024-06-27 03:00:00+00:00,0.7419948472579783,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.2021036415309835
EURJPY_AMR,2024-06-28 03:45:00+00:00,0.6202651515151572,3,3,0,3,3,0,1.0,4,True,SELL,AMR,0.242998472876967
CADJPY_AMR,2024-06-28 03:45:00+00:00,0.549828178694097,3,3,0,3,3,0,1.0,4,True,SELL,AMR,0.1538921201497888
AUDJPY_AMR,2024-06-28 03:45:00+00:00,0.5641606850522501,3,3,0,3,3,0,1.0,4,True,SELL,AMR,0.1545350508330228
GBPJPY_AMR,2024-06-28 03:45:00+00:00,0.7469553450608026,3,3,0,3,3,0,1.0,4,True,SELL,AMR,0.1704958963053467
EURJPY_AMR,2024-07-01 00:00:00+00:00,-1.0368548129925088,1,0,1,0,0,0,1.0,2,True,SELL,AMR,0.648243808512051
GBPUSD_MONDAY,2024-07-01 00:00:00+00:00,-0.103525211958948,1,1,0,1,1,0,1.0,2,False,BUY,MONDAY,0.2720435269643143
CADJPY_AMR,2024-07-01 03:30:00+00:00,0.5599999999999363,3,2,1,2,2,0,0.667,4,True,SELL,AMR,0.5785063607149497
GBPJPY_AMR,2024-07-01 03:30:00+00:00,-1.0563428966470894,3,2,1,2,2,0,0.667,5,True,SELL,AMR,0.4468644585513559
CADJPY_AMR,2024-07-02 03:00:00+00:00,0.5139833711262254,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.1429633760922104
EURJPY_AMR,2024-07-02 03:30:00+00:00,0.5325345315359574,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.1543987783015736
AUDJPY_AMR,2024-07-03 00:00:00+00:00,-1.093571265156677,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.5065470804279555
CADJPY_AMR,2024-07-03 00:00:00+00:00,-1.0417307495129506,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.429766552465939
GBPJPY_AMR,2024-07-03 00:00:00+00:00,-1.037019515079885,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.6191399505962973
CADJPY_ARB,2024-07-03 07:00:00+00:00,-1.0826446280992172,2,2,0,2,2,0,1.0,3,True,BUY,ARB,0.095377725649091
EURJPY_AMR,2024-07-04 04:00:00+00:00,-1.064237775647078,1,1,1,0,0,1,1.0,2,True,BUY,AMR,0.4434632494522276
EURJPY_AMR,2024-07-05 02:15:00+00:00,0.5018820577164206,1,1,1,0,0,1,1.0,2,True,SELL,AMR,0.0857579178009428
CADJPY_AMR,2024-07-05 02:30:00+00:00,0.4863500802936729,3,3,1,2,2,1,1.0,4,True,SELL,AMR,0.0668738214750484
AUDJPY_AMR,2024-07-05 02:30:00+00:00,0.4406779661017136,3,3,1,2,2,1,1.0,3,True,SELL,AMR,0.0083834566455527
GBPJPY_AMR,2024-07-08 00:00:00+00:00,0.7553356890459558,4,3,4,0,3,0,0.75,6,True,BUY,AMR,0.4309144997211081
GBPUSD_MONDAY,2024-07-08 00:00:00+00:00,0.1441441441441453,4,4,4,0,4,0,1.0,5,False,BUY,MONDAY,0.1662132607883928
CADJPY_AMR,2024-07-08 00:00:00+00:00,0.5908363910057474,4,3,4,0,3,0,0.75,5,True,BUY,AMR,0.3173717897644278
EURJPY_AMR,2024-07-08 00:00:00+00:00,0.6383206597408246,4,3,4,0,3,0,0.75,5,True,BUY,AMR,0.6690657990837262
AUDJPY_AMR,2024-07-08 00:00:00+00:00,0.5895691609977766,4,3,4,0,3,0,0.75,5,True,BUY,AMR,0.3789322403789855
AUDJPY_AMR,2024-07-09 02:30:00+00:00,-1.239744758432367,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.0042848778410603
EURJPY_AMR,2024-07-09 02:30:00+00:00,-1.2010178117050931,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.026319633490472
CADJPY_AMR,2024-07-09 02:45:00+00:00,0.5414551607445645,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.0991421666268292
GBPJPY_AMR,2024-07-09 02:45:00+00:00,0.7154129405577043,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.0372785465749422
CADJPY_AMR,2024-07-10 00:00:00+00:00,0.4931972789116413,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.1317026531750458
AUDJPY_AMR,2024-07-10 01:45:00+00:00,-1.2549019607846157,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.021198168946612
EURJPY_AMR,2024-07-10 02:00:00+00:00,-1.140258831759591,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.0524931943430051
EURJPY_AMR,2024-07-11 00:00:00+00:00,0.5208898534997076,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.0821592191753535
AUDJPY_AMR,2024-07-11 00:00:00+00:00,0.4671532846716282,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.0110448714536647
CADJPY_AMR,2024-07-11 00:00:00+00:00,0.5190952910640627,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.0424003399463522
EURJPY_AMR,2024-07-12 01:00:00+00:00,0.6257006012432459,3,3,0,3,3,0,1.0,4,True,SELL,AMR,0.8143947945023571
AUDJPY_AMR,2024-07-12 01:00:00+00:00,-1.0693138279345882,3,3,0,3,3,0,1.0,4,True,SELL,AMR,0.8008197157608985
GBPJPY_AMR,2024-07-12 01:00:00+00:00,0.7628083491460881,3,3,0,3,3,0,1.0,4,True,SELL,AMR,0.834776488087333
CADJPY_AMR,2024-07-12 01:00:00+00:00,0.6084891659246195,3,3,0,3,3,0,1.0,4,True,SELL,AMR,0.8407829389424482
GBPUSD_MONDAY,2024-07-15 00:00:00+00:00,-0.1454206478676306,1,1,1,0,1,0,1.0,2,False,BUY,MONDAY,0.2216354616738678
AUDJPY_AMR,2024-07-15 00:00:00+00:00,0.5601361078392574,1,0,1,0,0,0,1.0,2,True,BUY,AMR,0.6143876084526534
CADJPY_AMR,2024-07-15 00:15:00+00:00,0.583756345177657,1,0,1,0,0,0,1.0,2,True,SELL,AMR,0.8233075717738294
EURJPY_AMR,2024-07-15 01:45:00+00:00,0.594755339280839,1,0,1,0,0,0,1.0,2,True,SELL,AMR,0.8043821791381714
CADJPY_ARB,2024-07-15 08:00:00+00:00,1.8868894601542625,1,0,1,0,0,0,1.0,2,True,SELL,ARB,0.8210268166551155
CADJPY_AMR,2024-07-16 03:30:00+00:00,-1.086932986900446,1,1,0,1,0,1,1.0,2,True,SELL,AMR,0.3406235890898467
EURJPY_AMR,2024-07-16 04:00:00+00:00,0.6179397936129742,2,2,0,2,1,1,1.0,2,True,SELL,AMR,0.4486820264258681
AUDJPY_AMR,2024-07-17 02:00:00+00:00,0.4772130756383531,2,2,0,2,1,1,1.0,3,True,BUY,AMR,0.0824772449033906
CADJPY_AMR,2024-07-17 03:00:00+00:00,0.4758505829169026,3,3,1,2,2,1,1.0,4,True,SELL,AMR,0.1184367779459804
EURJPY_AMR,2024-07-18 02:00:00+00:00,-1.0471204188482055,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.8305026226678175
GBPJPY_AMR,2024-07-18 02:00:00+00:00,-1.041237113402124,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.8034874764269967
AUDJPY_AMR,2024-07-18 02:00:00+00:00,-1.0733387725501298,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.7379570979932932
CADJPY_AMR,2024-07-18 02:00:00+00:00,-1.076937817380443,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.8133083685230924
EURJPY_AMR,2024-07-19 02:15:00+00:00,0.5659904833457996,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.2769802801938782
AUDJPY_AMR,2024-07-19 02:15:00+00:00,-1.151241534988719,1,1,1,0,1,0,1.0,2,True,BUY,AMR,0.1744158194496194
CADJPY_AMR,2024-07-19 02:30:00+00:00,-1.181208053691268,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.2955806974211882
CADJPY_ARB,2024-07-19 08:00:00+00:00,-1.0344234079174035,0,0,0,0,0,0,0.0,0,True,BUY,ARB,0.6577277816281921
GBPUSD_MONDAY,2024-07-22 00:00:00+00:00,0.0852443826731527,1,1,1,0,1,0,1.0,2,False,BUY,MONDAY,0.0569157731903771
GBPJPY_AMR,2024-07-22 00:00:00+00:00,0.6718995290424157,1,0,1,0,0,0,1.0,2,True,BUY,AMR,0.2945363754681399
AUDJPY_AMR,2024-07-22 00:15:00+00:00,0.4032520325203565,2,1,2,0,1,0,1.0,3,True,BUY,AMR,0.2138446798317985
EURJPY_AMR,2024-07-22 01:15:00+00:00,0.5204324720542862,2,1,1,1,1,0,0.5,4,True,SELL,AMR,0.4249120244339685
CADJPY_AMR,2024-07-22 01:15:00+00:00,0.4174340085941372,2,1,1,1,1,0,0.5,4,True,SELL,AMR,0.3402650519214936
CADJPY_ARB,2024-07-22 08:00:00+00:00,0.9027237354085428,1,0,1,0,0,0,1.0,2,True,SELL,ARB,0.5257770432371914
AUDJPY_AMR,2024-07-23 00:00:00+00:00,0.5302633874061495,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.1109543833501889
CADJPY_AMR,2024-07-23 00:00:00+00:00,-1.0760099559639442,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.3120601280110482
EURJPY_AMR,2024-07-23 00:00:00+00:00,0.5911879531511974,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.3612243542925437
AUDJPY_AMR,2024-07-24 01:00:00+00:00,0.4614998745924029,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.0869351147069782
EURJPY_AMR,2024-07-24 02:15:00+00:00,-1.1180493606898794,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.1655799747692716
GBPJPY_AMR,2024-07-24 02:30:00+00:00,0.719191919191892,1,1,0,1,1,0,1.0,2,True,SELL,AMR,0.1307471645993253
CADJPY_AMR,2024-07-24 03:00:00+00:00,0.583435332517355,2,2,0,2,2,0,1.0,3,True,SELL,AMR,0.2711470533556423
CADJPY_ARB,2024-07-24 07:00:00+00:00,1.4074074074074083,0,0,0,0,0,0,0.0,0,True,SELL,ARB,0.7495335074905368
AUDJPY_AMR,2024-07-25 00:15:00+00:00,-1.0900310451880382,1,1,0,1,0,1,1.0,2,True,BUY,AMR,0.4602650769148879
EURJPY_AMR,2024-07-25 00:30:00+00:00,0.6114649681528616,4,4,3,1,3,1,1.0,4,True,BUY,AMR,0.7740123497775712
CADJPY_AMR,2024-07-25 00:30:00+00:00,0.5757678794061807,4,4,3,1,3,1,1.0,5,True,BUY,AMR,0.7124664701351818
GBPJPY_AMR,2024-07-25 00:30:00+00:00,-1.0486891385767578,4,4,3,1,3,1,1.0,4,True,BUY,AMR,0.7028871948790141
EURJPY_AMR,2024-07-26 02:00:00+00:00,-1.081188908836992,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.850222428789589
CADJPY_AMR,2024-07-26 02:00:00+00:00,-1.1075441412518718,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.8507821421931852
GBPJPY_AMR,2024-07-26 02:00:00+00:00,-1.070866141732283,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.8280299609551383
AUDJPY_AMR,2024-07-26 02:15:00+00:00,0.6128096105824434,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.8823787725554905
GBPUSD_MONDAY,2024-07-29 00:00:00+00:00,-0.04734106357457,1,1,1,0,1,0,1.0,2,False,BUY,MONDAY,0.0695044540459806
GBPJPY_AMR,2024-07-29 00:00:00+00:00,0.7264217177626918,1,0,1,0,0,0,1.0,2,True,BUY,AMR,0.7072830619671173
EURJPY_AMR,2024-07-29 00:45:00+00:00,0.5764075067023837,1,0,1,0,0,0,1.0,2,True,BUY,AMR,0.7408804196268508
CADJPY_AMR,2024-07-29 01:30:00+00:00,-1.1101859561477134,1,0,1,0,0,0,1.0,2,True,SELL,AMR,0.7661275329986986
AUDJPY_AMR,2024-07-29 01:45:00+00:00,0.5987922088968388,2,1,1,1,1,0,0.5,4,True,SELL,AMR,0.7633336881886411
AUDJPY_AMR,2024-07-30 01:00:00+00:00,0.5756731662023885,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.367967211369564
GBPJPY_AMR,2024-07-30 02:00:00+00:00,-1.0902068965518608,3,3,2,1,3,0,1.0,4,True,BUY,AMR,0.3695051661398709
CADJPY_AMR,2024-07-30 02:00:00+00:00,-1.128981393882069,3,3,2,1,3,0,1.0,4,True,BUY,AMR,0.3294823785621331
EURJPY_AMR,2024-07-30 02:00:00+00:00,-1.077324066029512,3,3,2,1,3,0,1.0,4,True,BUY,AMR,0.3224487085850873
CADJPY_ARB,2024-07-30 07:00:00+00:00,-1.0286944045911008,0,0,0,0,0,0,0.0,0,True,BUY,ARB,0.7856266993655702
CADJPY_AMR,2024-07-31 00:00:00+00:00,0.6244489393703736,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.9110296656308926
EURJPY_AMR,2024-07-31 00:00:00+00:00,0.6352904628766569,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.9360865812363056
AUDJPY_AMR,2024-07-31 00:00:00+00:00,-1.0421262737682897,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.9055463884601054
GBPJPY_AMR,2024-08-01 03:45:00+00:00,-1.0245764005495277,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.9703976201227124
EURJPY_AMR,2024-08-01 03:45:00+00:00,-1.0260510360450774,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.9707721930814688
AUDJPY_AMR,2024-08-01 03:45:00+00:00,0.6329429354597684,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.960717517432267
CADJPY_AMR,2024-08-01 03:45:00+00:00,-1.034543222865153,3,3,3,0,3,0,1.0,4,True,BUY,AMR,0.9706132313494276
EURJPY_AMR,2024-08-02 00:00:00+00:00,-1.0421888053466235,0,0,0,0,0,0,0.0,0,True,BUY,AMR,0.9310935528849346
CADJPY_AMR,2024-08-02 01:00:00+00:00,0.6244026760114892,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.916009348524686
AUDJPY_AMR,2024-08-02 01:00:00+00:00,0.6257372929168568,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.9259860541864054
GBPUSD_MONDAY,2024-08-05 00:00:00+00:00,-1.013982859720342,0,0,0,0,0,0,0.0,0,False,BUY,MONDAY,0.7447591614658345
AUDJPY_AMR,2024-08-05 01:00:00+00:00,-1.044751289302891,4,3,4,0,3,0,0.75,5,True,BUY,AMR,0.9756879757278968
EURJPY_AMR,2024-08-05 01:00:00+00:00,-1.0417966313163318,4,3,4,0,3,0,0.75,5,True,BUY,AMR,0.961795365513578
GBPJPY_AMR,2024-08-05 01:00:00+00:00,-1.0342801175318228,4,3,4,0,3,0,0.75,6,True,BUY,AMR,0.969614066774682
CADJPY_AMR,2024-08-05 01:00:00+00:00,-1.0518174787315688,4,3,4,0,3,0,0.75,5,True,BUY,AMR,0.965832735771386
CADJPY_ARB,2024-08-05 07:00:00+00:00,-1.008103727714747,1,0,1,0,0,0,1.0,2,True,SELL,ARB,0.996161433064989
AUDJPY_AMR,2024-08-06 01:30:00+00:00,-1.0328871260948842,1,1,0,1,0,1,1.0,2,True,SELL,AMR,0.9879837121413744
GBPJPY_AMR,2024-08-06 01:45:00+00:00,-1.0136310528365806,4,4,0,4,3,1,1.0,4,True,SELL,AMR,0.993094106085155
EURJPY_AMR,2024-08-06 01:45:00+00:00,-1.015259217135834,4,4,0,4,3,1,1.0,4,True,SELL,AMR,0.9910497310935528
CADJPY_AMR,2024-08-06 01:45:00+00:00,-1.0194174757281524,4,4,0,4,3,1,1.0,5,True,SELL,AMR,0.990890500092954
AUDJPY_AMR,2024-08-07 00:00:00+00:00,0.6434408602150726,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.983273007931016
EURJPY_AMR,2024-08-07 00:00:00+00:00,0.6486882133625971,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.9794834340349248
CADJPY_AMR,2024-08-07 00:00:00+00:00,0.6447496185324,2,2,2,0,2,0,1.0,3,True,BUY,AMR,0.9819669083472764
GBPJPY_AMR,2024-08-07 03:15:00+00:00,-1.0214387803716225,0,0,0,0,0,0,0.0,0,True,SELL,AMR,0.9830141570825256
CADJPY_ARB,2024-08-07 07:00:00+00:00,-0.149328214971209,0,0,0,0,0,0,0.0,0,True,BUY,ARB,0.9974409553766592
EURJPY_AMR,2024-08-08 01:00:00+00:00,-1.0301624129930795,1,1,1,0,0,1,1.0,2,True,BUY,AMR,0.9512382975898016
AUDJPY_AMR,2024-08-08 02:15:00+00:00,0.6383360229513948,4,4,4,0,3,1,1.0,4,True,BUY,AMR,0.9638446798317986
GBPJPY_AMR,2024-08-08 02:15:00+00:00,0.781830695113577,4,4,4,0,3,1,1.0,4,True,BUY,AMR,0.9595473983372732
CADJPY_AMR,2024-08-08 02:15:00+00:00,0.6373983739837698,4,4,4,0,3,1,1.0,5,True,BUY,AMR,0.9565506068573554
CADJPY_AMR,2024-08-09 02:00:00+00:00,0.6237816764132276,4,4,1,3,3,1,1.0,5,True,SELL,AMR,0.8634902929381457
AUDJPY_AMR,2024-08-09 02:00:00+00:00,0.6253489670575362,4,4,1,3,3,1,1.0,4,True,SELL,AMR,0.8893117581306222
GBPJPY_AMR,2024-08-09 02:00:00+00:00,0.7737250371348157,4,4,1,3,3,1,1.0,4,True,SELL,AMR,0.8941406146245584
EURJPY_AMR,2024-08-09 02:00:00+00:00,0.6405785871109064,4,4,1,3,3,1,1.0,4,True,SELL,AMR,0.8615496978952261
EURJPY_AMR,2024-08-12 00:00:00+00:00,0.5956839664704562,3,2,3,0,2,0,0.667,5,True,BUY,AMR,0.6071575592590134
