oos_h1_trades,oos_h1_expectancy_R,oos_h1_pf,oos_h2_trades,oos_h2_expectancy_R,oos_h2_pf,sign_consistent,total_oos_trades,verdict
229,-0.1157,0.806,229,-0.1223,0.791,True,458,PASS
