trade_id,account,status,strategy,audit_strategy_family,symbol,direction,entry_time,entry_price,exit_time,exit_price,profit,R,raw_exit_reason,exit_reason,london_exit_classification,expected_exit_utc,expected_exit_method,deviation_minutes,event_classification,classification_note,audit_period
586708626,5ERS-<login>,OPEN,GBPUSD_MON,UNKNOWN,GBPUSD,BUY,2026-08-09T22:00:14+00:00,1.34938,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,UNKNOWN,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,J. DATA_UNAVAILABLE,"strategy ""GBPUSD_MON"" not one of the 6 eligible live strategies",BASELINE
586714281,5ERS-<login>,OPEN,AUDJPY_AMR,AMR,AUDJPY,SELL,2026-08-09T22:15:05+00:00,111.553,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,LONDON_EXIT_EXPECTED,2026-08-10T07:00:00+00:00,"AMR: entry-day 07:00 UTC (amended, empirically observed)",NOT_AVAILABLE,J. DATA_UNAVAILABLE,trade still OPEN in the export as of the export snapshot -- outcome not yet determined,BASELINE
586714282,5ERS-<login>,OPEN,CADJPY_AMR,AMR,CADJPY,SELL,2026-08-09T22:15:05+00:00,113.211,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,LONDON_EXIT_EXPECTED,2026-08-10T07:00:00+00:00,"AMR: entry-day 07:00 UTC (amended, empirically observed)",NOT_AVAILABLE,J. DATA_UNAVAILABLE,trade still OPEN in the export as of the export snapshot -- outcome not yet determined,BASELINE
586714281,5ERS-<login>,CLOSED,AUDJPY_AMR,AMR,AUDJPY,SELL,2026-08-09T22:15:05+00:00,111.553,2026-08-10T04:58:39+00:00,111.827,-5.19,-0.43,SL,SL,LONDON_EXIT_EXPECTED,2026-08-10T07:00:00+00:00,"AMR: entry-day 07:00 UTC (amended, empirically observed)",-121.3,H. POSITION_ALREADY_CLOSED,position hit SL 121 min before the scheduled exit -- scheduled exit correctly never fired on an already-closed position,BASELINE
586714282,5ERS-<login>,CLOSED,CADJPY_AMR,AMR,CADJPY,SELL,2026-08-09T22:15:05+00:00,113.211,2026-08-10T04:54:42+00:00,113.46,-6.29,-0.52,SL,SL,LONDON_EXIT_EXPECTED,2026-08-10T07:00:00+00:00,"AMR: entry-day 07:00 UTC (amended, empirically observed)",-125.3,H. POSITION_ALREADY_CLOSED,position hit SL 125 min before the scheduled exit -- scheduled exit correctly never fired on an already-closed position,BASELINE
586708626,5ERS-<login>,CLOSED,GBPUSD_MON,UNKNOWN,GBPUSD,BUY,2026-08-09T22:00:14+00:00,1.34938,2026-08-10T21:00:05+00:00,1.35067,1.29,0.11,MANUAL/OTHER,SCHEDULED_STRATEGY_EXIT,UNKNOWN,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,J. DATA_UNAVAILABLE,"strategy ""GBPUSD_MON"" not one of the 6 eligible live strategies",BASELINE
587348562,5ERS-<login>,OPEN,AUDJPY_AMR,AMR,AUDJPY,BUY,2026-08-11T00:00:05+00:00,112.3,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,LONDON_EXIT_EXPECTED,2026-08-11T07:00:00+00:00,"AMR: entry-day 07:00 UTC (amended, empirically observed)",NOT_AVAILABLE,J. DATA_UNAVAILABLE,trade still OPEN in the export as of the export snapshot -- outcome not yet determined,BASELINE
587348576,5ERS-<login>,OPEN,EURJPY_AMR,AMR,EURJPY,BUY,2026-08-11T00:00:05+00:00,183.772,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,LONDON_EXIT_EXPECTED,2026-08-11T07:00:00+00:00,"AMR: entry-day 07:00 UTC (amended, empirically observed)",NOT_AVAILABLE,J. DATA_UNAVAILABLE,trade still OPEN in the export as of the export snapshot -- outcome not yet determined,BASELINE
587366610,5ERS-<login>,OPEN,GBPJPY_AMR,AMR,GBPJPY,BUY,2026-08-11T00:45:05+00:00,214.913,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,LONDON_EXIT_EXPECTED,2026-08-11T07:00:00+00:00,"AMR: entry-day 07:00 UTC (amended, empirically observed)",NOT_AVAILABLE,J. DATA_UNAVAILABLE,trade still OPEN in the export as of the export snapshot -- outcome not yet determined,BASELINE
587348562,5ERS-<login>,CLOSED,AUDJPY_AMR,AMR,AUDJPY,BUY,2026-08-11T00:00:05+00:00,112.3,2026-08-11T03:43:03+00:00,112.19,-6.23,-0.52,SL,SL,LONDON_EXIT_EXPECTED,2026-08-11T07:00:00+00:00,"AMR: entry-day 07:00 UTC (amended, empirically observed)",-196.9,H. POSITION_ALREADY_CLOSED,position hit SL 197 min before the scheduled exit -- scheduled exit correctly never fired on an already-closed position,BASELINE
587348576,5ERS-<login>,CLOSED,EURJPY_AMR,AMR,EURJPY,BUY,2026-08-11T00:00:05+00:00,183.772,2026-08-11T03:42:33+00:00,183.645,-6.39,-0.53,SL,SL,LONDON_EXIT_EXPECTED,2026-08-11T07:00:00+00:00,"AMR: entry-day 07:00 UTC (amended, empirically observed)",-197.4,H. POSITION_ALREADY_CLOSED,position hit SL 197 min before the scheduled exit -- scheduled exit correctly never fired on an already-closed position,BASELINE
587366610,5ERS-<login>,CLOSED,GBPJPY_AMR,AMR,GBPJPY,BUY,2026-08-11T00:45:05+00:00,214.913,2026-08-11T05:12:29+00:00,215.139,4.26,0.35,TP,TP,LONDON_EXIT_EXPECTED,2026-08-11T07:00:00+00:00,"AMR: entry-day 07:00 UTC (amended, empirically observed)",-107.5,H. POSITION_ALREADY_CLOSED,position hit TP 108 min before the scheduled exit -- scheduled exit correctly never fired on an already-closed position,BASELINE
587497789,5ERS-<login>,OPEN,CADJPY_ARB,ARB,CADJPY,BUY,2026-08-11T06:00:06+00:00,114.298,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,LONDON_EXIT_NOT_EXPECTED,NOT_AVAILABLE,ARB: no scheduled exit by design,NOT_AVAILABLE,N/A -- not applicable (ARB has no scheduled exit),"ARB exits via SL/TP/Friday-close only, by design",BASELINE
588015355,5ERS-<login>,OPEN,EURJPY_AMR,AMR,EURJPY,SELL,2026-08-12T02:45:06+00:00,183.937,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,LONDON_EXIT_EXPECTED,2026-08-12T07:00:00+00:00,"AMR: entry-day 07:00 UTC (amended, empirically observed)",NOT_AVAILABLE,J. DATA_UNAVAILABLE,trade still OPEN in the export as of the export snapshot -- outcome not yet determined,BASELINE
588015355,5ERS-<login>,CLOSED,EURJPY_AMR,AMR,EURJPY,SELL,2026-08-12T02:45:06+00:00,183.937,2026-08-12T07:00:05+00:00,183.916,0.92,0.08,MANUAL/OTHER,SCHEDULED_STRATEGY_EXIT,LONDON_EXIT_EXPECTED,2026-08-12T07:00:00+00:00,"AMR: entry-day 07:00 UTC (amended, empirically observed)",0.1,A. CORRECTLY_EXECUTED,"actual exit 0 min from scheduled time, within 30-min tolerance; export decode_exit_reason() label (SCHEDULED_STRATEGY_EXIT) independently corroborated by this audit's own timing check, not merely assumed",BASELINE
587497789,5ERS-<login>,CLOSED,CADJPY_ARB,ARB,CADJPY,BUY,2026-08-11T06:00:06+00:00,114.298,2026-08-12T12:24:13+00:00,114.086,-12.01,-0.5,SL,SL,LONDON_EXIT_NOT_EXPECTED,NOT_AVAILABLE,ARB: no scheduled exit by design,NOT_AVAILABLE,N/A -- not applicable (ARB has no scheduled exit),"ARB exits via SL/TP/Friday-close only, by design",BASELINE
588589244,5ERS-<login>,OPEN,CADJPY_AMR,AMR,CADJPY,BUY,2026-08-12T23:30:05+00:00,114.306,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,LONDON_EXIT_EXPECTED,2026-08-13T07:00:00+00:00,"AMR: entry-day 07:00 UTC (amended, empirically observed)",NOT_AVAILABLE,J. DATA_UNAVAILABLE,trade still OPEN in the export as of the export snapshot -- outcome not yet determined,BASELINE
588619758,5ERS-<login>,OPEN,EURJPY_AMR,AMR,EURJPY,BUY,2026-08-13T00:45:05+00:00,183.641,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,LONDON_EXIT_EXPECTED,2026-08-13T07:00:00+00:00,"AMR: entry-day 07:00 UTC (amended, empirically observed)",NOT_AVAILABLE,J. DATA_UNAVAILABLE,trade still OPEN in the export as of the export snapshot -- outcome not yet determined,BASELINE
588619758,5ERS-<login>,CLOSED,EURJPY_AMR,AMR,EURJPY,BUY,2026-08-13T00:45:05+00:00,183.641,2026-08-13T05:16:54+00:00,183.719,4.4,0.37,TP,TP,LONDON_EXIT_EXPECTED,2026-08-13T07:00:00+00:00,"AMR: entry-day 07:00 UTC (amended, empirically observed)",-103.1,H. POSITION_ALREADY_CLOSED,position hit TP 103 min before the scheduled exit -- scheduled exit correctly never fired on an already-closed position,BASELINE
588589244,5ERS-<login>,CLOSED,CADJPY_AMR,AMR,CADJPY,BUY,2026-08-12T23:30:05+00:00,114.306,2026-08-13T07:00:05+00:00,114.31,0.28,0.02,MANUAL/OTHER,SCHEDULED_STRATEGY_EXIT,LONDON_EXIT_EXPECTED,2026-08-13T07:00:00+00:00,"AMR: entry-day 07:00 UTC (amended, empirically observed)",0.1,A. CORRECTLY_EXECUTED,"actual exit 0 min from scheduled time, within 30-min tolerance; export decode_exit_reason() label (SCHEDULED_STRATEGY_EXIT) independently corroborated by this audit's own timing check, not merely assumed",BASELINE
588709831,5ERS-<login>,OPEN,CADJPY_ARB,ARB,CADJPY,SELL,2026-08-13T05:00:05+00:00,114.204,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,LONDON_EXIT_NOT_EXPECTED,NOT_AVAILABLE,ARB: no scheduled exit by design,NOT_AVAILABLE,N/A -- not applicable (ARB has no scheduled exit),"ARB exits via SL/TP/Friday-close only, by design",BASELINE
588709831,5ERS-<login>,CLOSED,CADJPY_ARB,ARB,CADJPY,SELL,2026-08-13T05:00:05+00:00,114.204,2026-08-13T19:12:09+00:00,114.383,-15.72,-0.66,SL,SL,LONDON_EXIT_NOT_EXPECTED,NOT_AVAILABLE,ARB: no scheduled exit by design,NOT_AVAILABLE,N/A -- not applicable (ARB has no scheduled exit),"ARB exits via SL/TP/Friday-close only, by design",BASELINE
